action,deadline,light,next_waypoint,reward,step_num,traffic_left,traffic_oncoming,traffic_right,trial_num
None,45,green,right,0.0,0,None,None,None,1
None,44,green,right,0.0,1,None,None,None,1
None,43,green,right,0.0,2,None,None,None,1
left,42,green,right,-0.5,3,None,None,None,1
right,41,red,left,-0.5,4,None,None,None,1
forward,40,green,right,-0.5,5,None,None,None,1
None,39,red,forward,0.0,6,None,None,None,1
None,38,red,forward,0.0,7,None,None,None,1
forward,37,red,forward,-1.0,8,None,None,None,1
None,36,green,forward,0.0,9,None,None,None,1
right,35,green,forward,-0.5,10,None,None,None,1
forward,34,green,forward,2.0,11,None,None,None,1
left,33,red,forward,-1.0,12,None,None,None,1
right,32,red,forward,-0.5,13,None,None,None,1
left,31,red,left,-1.0,14,None,None,None,1
left,30,green,left,2.0,15,None,None,None,1
right,29,green,forward,-0.5,16,None,None,None,1
None,28,green,left,0.0,17,None,None,None,1
right,27,green,left,-0.5,18,None,None,None,1
None,26,red,right,0.0,19,None,None,None,1
forward,25,green,right,-0.5,20,None,None,None,1
forward,24,green,right,-0.5,21,None,None,None,1
left,23,red,left,-1.0,22,None,None,None,1
left,22,red,left,-1.0,23,None,None,None,1
right,21,green,left,-0.5,24,None,None,None,1
forward,20,red,right,-1.0,25,None,None,None,1
left,19,red,right,-1.0,26,None,None,None,1
left,18,red,right,-1.0,27,None,None,None,1
right,17,green,right,2.0,28,None,None,None,1
forward,16,red,forward,-1.0,29,None,None,None,1
right,15,green,forward,-0.5,30,None,None,None,1
right,14,red,left,-0.5,31,None,forward,None,1
forward,13,green,left,-0.5,32,None,None,None,1
None,12,green,right,0.0,33,None,None,None,1
None,11,green,right,0.0,34,None,None,None,1
None,10,green,right,0.0,35,None,None,None,1
right,9,red,right,2.0,36,None,None,None,1
None,8,green,right,0.0,37,None,None,None,1
None,7,green,right,0.0,38,None,None,None,1
None,6,green,right,0.0,39,None,None,None,1
right,5,red,right,2.0,40,None,None,None,1
None,4,green,right,0.0,41,None,None,None,1
None,3,green,right,0.0,42,None,None,None,1
None,2,green,right,0.0,43,None,None,None,1
right,1,red,right,2.0,44,None,None,None,1
right,0,green,forward,-0.5,45,None,None,None,1
None,20,green,right,0.0,0,None,None,None,2
None,19,green,right,0.0,1,None,None,None,2
forward,18,green,right,-0.5,2,left,None,None,2
right,17,green,forward,-0.5,3,None,None,None,2
left,16,red,left,-1.0,4,None,None,None,2
left,15,red,left,-1.0,5,None,None,None,2
forward,14,green,left,-0.5,6,None,None,None,2
left,13,red,left,-1.0,7,None,None,None,2
left,12,red,left,-1.0,8,None,None,None,2
None,11,red,left,0.0,9,None,None,None,2
forward,10,green,left,-0.5,10,None,None,None,2
forward,9,green,left,-0.5,11,None,None,None,2
forward,8,red,left,-1.0,12,None,None,None,2
forward,7,red,left,-1.0,13,None,None,None,2
left,6,red,left,-1.0,14,None,None,None,2
left,5,red,left,-1.0,15,None,None,None,2
right,4,green,left,-0.5,16,None,None,None,2
right,3,green,forward,-0.5,17,None,None,None,2
left,2,red,left,-1.0,18,None,None,None,2
left,1,red,left,-1.0,19,None,None,None,2
right,0,green,left,-0.5,20,None,None,None,2
right,30,green,left,-0.5,0,None,None,None,3
None,29,green,right,0.0,1,None,None,None,3
None,28,green,right,0.0,2,forward,None,None,3
left,27,green,right,-0.5,3,forward,None,None,3
right,26,green,left,-0.5,4,None,None,None,3
None,25,green,right,0.0,5,None,None,None,3
right,24,red,right,2.0,6,None,None,None,3
right,23,red,right,2.0,7,None,None,None,3
forward,22,red,forward,-1.0,8,None,None,None,3
forward,21,red,forward,-1.0,9,None,None,None,3
left,20,green,forward,-0.5,10,None,None,None,3
right,19,green,right,2.0,11,left,None,None,3
None,18,red,forward,0.0,12,None,None,None,3
None,17,red,forward,0.0,13,None,None,None,3
None,16,red,forward,0.0,14,None,None,None,3
None,15,red,forward,0.0,15,None,None,None,3
left,14,green,forward,-0.5,16,None,None,None,3
None,13,green,right,0.0,17,None,None,None,3
None,12,green,right,0.0,18,None,None,None,3
None,11,green,right,0.0,19,None,None,None,3
right,10,red,right,2.0,20,None,None,None,3
None,9,red,forward,0.0,21,None,None,None,3
None,8,red,forward,0.0,22,None,None,None,3
None,7,red,forward,0.0,23,None,None,None,3
left,6,green,forward,-0.5,24,None,None,None,3
None,5,green,right,0.0,25,None,None,None,3
None,4,green,right,0.0,26,None,None,None,3
None,3,green,right,0.0,27,None,None,None,3
None,2,green,right,0.0,28,None,None,None,3
None,1,green,right,0.0,29,None,None,None,3
right,0,red,right,2.0,30,None,None,None,3
right,30,red,left,-0.5,0,None,None,None,4
