action,deadline,light,next_waypoint,reward,step_num,traffic_left,traffic_oncoming,traffic_right,trial_num
left,30,red,forward,-1.0,0,None,None,None,1
forward,29,red,forward,-1.0,1,None,None,None,1
None,28,red,forward,0.0,2,None,None,None,1
left,27,green,forward,-0.5,3,None,None,None,1
forward,26,red,right,-1.0,4,None,None,None,1
left,25,red,right,-1.0,5,forward,None,None,1
left,24,red,right,-1.0,6,None,None,None,1
left,23,red,right,-1.0,7,None,None,right,1
right,22,green,right,12.0,8,None,None,None,1
left,35,red,right,-1.0,0,None,None,None,2
left,34,red,right,-1.0,1,None,None,None,2
left,33,red,right,-1.0,2,None,None,None,2
left,32,red,right,-1.0,3,None,None,None,2
left,31,green,right,-0.5,4,None,None,None,2
forward,30,red,forward,-1.0,5,None,None,None,2
right,29,green,forward,-0.5,6,None,None,None,2
right,28,green,left,-0.5,7,None,None,None,2
right,27,red,forward,-0.5,8,None,None,None,2
None,26,red,left,0.0,9,None,None,None,2
forward,25,red,left,-1.0,10,None,None,None,2
right,24,red,left,-0.5,11,None,None,None,2
forward,23,green,forward,2.0,12,None,None,None,2
right,22,red,forward,-0.5,13,None,None,None,2
forward,21,green,left,-0.5,14,None,None,None,2
None,20,green,left,0.0,15,None,None,None,2
left,19,green,left,2.0,16,None,None,None,2
right,18,red,left,-0.5,17,None,None,None,2
left,17,red,right,-1.0,18,None,None,None,2
left,16,red,right,-1.0,19,None,None,None,2
forward,15,green,right,9.5,20,None,None,None,2
forward,30,green,right,-0.5,0,None,None,None,3
None,29,green,right,0.0,1,None,None,None,3
None,28,green,right,0.0,2,None,None,None,3
left,27,red,right,-1.0,3,None,None,None,3
left,26,red,right,-1.0,4,None,None,None,3
left,25,red,right,-1.0,5,None,None,None,3
None,24,green,right,0.0,6,None,None,None,3
None,23,green,right,0.0,7,None,None,None,3
None,22,green,right,0.0,8,None,None,None,3
left,21,red,right,-1.0,9,None,None,None,3
left,20,red,right,-1.0,10,None,None,None,3
left,19,red,right,-1.0,11,None,None,None,3
None,18,green,right,0.0,12,None,None,None,3
None,17,green,right,0.0,13,None,None,None,3
None,16,green,right,0.0,14,None,None,None,3
left,15,red,right,-1.0,15,None,None,None,3
left,14,red,right,-1.0,16,None,None,None,3
left,13,red,right,-1.0,17,None,None,None,3
right,12,green,right,2.0,18,None,forward,None,3
forward,11,red,forward,-1.0,19,None,None,None,3
None,10,green,forward,0.0,20,None,None,None,3
None,9,green,forward,0.0,21,None,None,None,3
None,8,green,forward,0.0,22,None,None,None,3
None,7,green,forward,0.0,23,None,None,None,3
forward,6,red,forward,-1.0,24,None,None,None,3
left,5,red,forward,-1.0,25,None,None,None,3
right,4,red,forward,-0.5,26,None,None,None,3
right,3,red,left,-0.5,27,None,None,None,3
None,2,green,right,0.0,28,None,None,None,3
None,1,green,right,0.0,29,None,None,None,3
left,0,red,right,-1.0,30,None,None,None,3
forward,25,red,right,-1.0,0,None,left,None,4
forward,24,red,right,-1.0,1,None,left,None,4
left,23,red,right,-1.0,2,None,left,None,4
right,22,red,right,2.0,3,None,left,None,4
forward,21,green,forward,2.0,4,None,None,None,4
forward,20,green,forward,2.0,5,None,None,None,4
None,19,green,left,0.0,6,None,None,None,4
None,18,green,left,0.0,7,None,None,None,4
None,17,green,left,0.0,8,None,None,None,4
None,16,green,left,0.0,9,None,None,None,4
right,15,red,left,-0.5,10,None,None,None,4
None,14,green,right,0.0,11,None,None,None,4
left,13,red,right,-1.0,12,None,None,None,4
left,12,red,right,-1.0,13,None,None,None,4
None,11,red,right,0.0,14,None,None,None,4
None,10,green,right,0.0,15,None,None,None,4
None,9,green,right,0.0,16,None,None,None,4
None,8,green,right,0.0,17,None,None,None,4
None,7,red,right,0.0,18,None,None,None,4
None,6,red,right,0.0,19,None,None,None,4
None,5,red,right,0.0,20,None,None,None,4
None,4,green,right,0.0,21,None,None,None,4
None,3,green,right,0.0,22,None,None,None,4
None,2,green,right,0.0,23,None,None,None,4
right,1,red,right,-1.0,24,forward,None,None,4
None,0,red,right,0.0,25,None,None,None,4
forward,20,green,right,-0.5,0,None,None,None,5
forward,19,green,right,-0.5,1,None,None,None,5
forward,18,green,forward,2.0,2,None,None,None,5
right,17,red,forward,-0.5,3,None,None,None,5
right,16,red,left,-0.5,4,None,None,None,5
right,15,red,right,2.0,5,None,None,None,5
forward,14,green,right,-0.5,6,None,None,None,5
forward,13,green,right,-0.5,7,None,None,None,5
left,12,red,right,-1.0,8,None,None,None,5
forward,11,green,right,-0.5,9,None,None,None,5
left,10,red,right,-1.0,10,None,None,None,5
left,9,red,right,-1.0,11,None,None,None,5
None,8,green,right,0.0,12,None,None,None,5
None,7,green,right,0.0,13,None,None,None,5
None,6,green,right,0.0,14,None,None,None,5
None,5,red,right,0.0,15,None,None,None,5
None,4,red,right,0.0,16,None,None,None,5
None,3,red,right,0.0,17,None,None,None,5
None,2,green,right,0.0,18,None,None,None,5
None,1,green,right,0.0,19,None,None,None,5
None,0,green,right,0.0,20,None,None,None,5
None,20,red,right,0.0,0,None,None,None,6
None,19,red,right,0.0,1,None,None,None,6
None,18,red,right,0.0,2,None,None,None,6
None,17,red,right,0.0,3,None,None,None,6
None,16,red,right,0.0,4,None,None,None,6
None,15,green,right,0.0,5,None,None,None,6
None,14,green,right,0.0,6,None,None,None,6
None,13,green,right,0.0,7,None,None,None,6
None,12,green,right,0.0,8,None,None,None,6
None,11,green,right,0.0,9,None,None,None,6
None,10,red,right,0.0,10,None,None,None,6
None,9,red,right,0.0,11,None,None,None,6
None,8,red,right,0.0,12,None,None,None,6
None,7,red,right,0.0,13,None,None,None,6
None,6,red,right,0.0,14,None,None,None,6
None,5,green,right,0.0,15,None,None,None,6
None,4,green,right,0.0,16,None,None,None,6
None,3,green,right,0.0,17,None,None,None,6
None,2,green,right,0.0,18,None,None,None,6
None,1,green,right,0.0,19,None,None,None,6
None,0,red,right,0.0,20,None,None,None,6
forward,25,green,forward,2.0,0,None,None,None,7
right,24,red,forward,-0.5,1,None,None,None,7
right,23,red,left,-0.5,2,None,None,None,7
None,22,green,right,0.0,3,None,None,None,7
None,21,red,right,0.0,4,None,None,None,7
None,20,red,right,0.0,5,None,None,None,7
None,19,red,right,0.0,6,None,None,None,7
None,18,red,right,0.0,7,None,None,None,7
None,17,green,right,0.0,8,None,None,None,7
None,16,green,right,0.0,9,None,None,None,7
None,15,green,right,0.0,10,None,None,None,7
None,14,green,right,0.0,11,None,None,None,7
None,13,red,right,0.0,12,None,None,None,7
None,12,red,right,0.0,13,None,None,None,7
None,11,red,right,0.0,14,None,None,None,7
None,10,red,right,0.0,15,None,None,None,7
None,9,green,right,0.0,16,None,None,None,7
None,8,green,right,0.0,17,None,None,None,7
None,7,green,right,0.0,18,None,None,None,7
None,6,green,right,0.0,19,None,None,None,7
None,5,red,right,0.0,20,None,None,None,7
None,4,red,right,0.0,21,None,None,None,7
None,3,red,right,0.0,22,None,None,None,7
None,2,red,right,0.0,23,None,None,None,7
None,1,green,right,0.0,24,None,None,None,7
None,0,green,right,0.0,25,None,None,None,7
None,30,green,right,0.0,0,None,None,None,8
None,29,green,right,0.0,1,None,None,None,8
