action,deadline,light,next_waypoint,reward,step_num,traffic_left,traffic_oncoming,traffic_right,trial_num
right,25,red,forward,-0.5,0,None,None,None,1
None,24,red,left,0.0,1,None,None,None,1
right,23,red,left,-0.5,2,None,None,None,1
forward,22,red,right,-1.0,3,None,None,None,1
None,21,red,right,0.0,4,None,None,None,1
left,20,green,right,-0.5,5,None,None,None,1
None,19,green,left,0.0,6,None,None,None,1
left,18,green,left,2.0,7,None,None,None,1
None,17,green,forward,0.0,8,None,None,None,1
right,16,green,forward,-0.5,9,None,None,None,1
forward,15,green,left,-0.5,10,None,None,None,1
None,14,green,left,0.0,11,None,None,None,1
None,13,green,left,0.0,12,None,None,None,1
None,12,green,left,0.0,13,None,None,None,1
None,11,green,left,0.0,14,None,None,None,1
left,10,red,left,-1.0,15,None,None,None,1
forward,9,red,left,-1.0,16,None,None,None,1
forward,8,red,left,-1.0,17,None,None,None,1
None,7,red,left,0.0,18,None,None,None,1
None,6,red,left,0.0,19,None,None,None,1
None,5,green,left,0.0,20,None,None,None,1
None,4,green,left,0.0,21,None,None,None,1
None,3,green,left,0.0,22,None,None,None,1
None,2,green,left,0.0,23,None,None,None,1
None,1,green,left,0.0,24,None,None,None,1
None,0,red,left,0.0,25,None,None,None,1
forward,35,red,forward,-1.0,0,None,None,None,2
left,34,red,forward,-1.0,1,None,None,None,2
None,33,red,forward,0.0,2,None,None,None,2
None,32,red,forward,0.0,3,None,None,None,2
forward,31,green,forward,2.0,4,None,None,None,2
None,30,red,forward,0.0,5,None,None,None,2
left,29,green,forward,-0.5,6,None,None,None,2
forward,28,green,right,-0.5,7,None,None,None,2
None,27,green,right,0.0,8,None,None,None,2
None,26,green,right,0.0,9,None,None,None,2
right,25,red,right,2.0,10,None,None,None,2
forward,24,green,forward,2.0,11,None,None,None,2
None,23,green,left,0.0,12,None,None,None,2
None,22,green,left,0.0,13,None,None,None,2
None,21,green,left,0.0,14,None,None,None,2
None,20,red,left,0.0,15,None,None,None,2
None,19,red,left,0.0,16,None,None,None,2
None,18,red,left,0.0,17,None,None,None,2
None,17,green,left,0.0,18,None,None,None,2
None,16,green,left,0.0,19,None,None,None,2
None,15,green,left,0.0,20,None,None,None,2
None,14,red,left,0.0,21,None,None,None,2
None,13,red,left,0.0,22,None,None,None,2
None,12,red,left,0.0,23,None,None,None,2
None,11,green,left,0.0,24,None,None,None,2
None,10,green,left,0.0,25,None,None,None,2
None,9,green,left,0.0,26,None,None,None,2
None,8,red,left,0.0,27,None,None,None,2
None,7,red,left,0.0,28,None,None,None,2
None,6,red,left,0.0,29,None,None,None,2
None,5,green,left,0.0,30,None,None,None,2
None,4,green,left,0.0,31,None,None,None,2
None,3,green,left,0.0,32,None,None,None,2
None,2,red,left,0.0,33,None,None,None,2
None,1,red,left,0.0,34,None,None,None,2
None,0,red,left,0.0,35,None,None,None,2
None,35,green,left,0.0,0,None,None,None,3
None,34,green,left,0.0,1,None,None,None,3
None,33,green,left,0.0,2,None,None,None,3
None,32,green,left,0.0,3,None,None,None,3
None,31,red,left,0.0,4,None,None,None,3
None,30,red,left,0.0,5,None,None,None,3
None,29,red,left,0.0,6,None,None,None,3
None,28,red,left,0.0,7,None,None,None,3
None,27,green,left,0.0,8,None,None,None,3
None,26,green,left,0.0,9,None,None,None,3
None,25,green,left,0.0,10,None,None,None,3
None,24,green,left,0.0,11,None,None,None,3
None,23,red,left,0.0,12,None,None,None,3
None,22,red,left,0.0,13,None,None,None,3
None,21,red,left,0.0,14,None,None,None,3
None,20,red,left,0.0,15,None,None,None,3
None,19,green,left,0.0,16,None,None,None,3
None,18,green,left,0.0,17,None,None,None,3
None,17,green,left,0.0,18,None,None,None,3
None,16,green,left,0.0,19,None,None,None,3
None,15,red,left,0.0,20,None,None,None,3
None,14,red,left,0.0,21,None,None,None,3
None,13,red,left,0.0,22,None,None,None,3
None,12,red,left,0.0,23,None,None,None,3
right,11,green,left,-0.5,24,None,left,None,3
None,10,green,right,0.0,25,None,None,None,3
None,9,green,right,0.0,26,None,None,None,3
None,8,green,right,0.0,27,None,None,None,3
None,7,green,right,0.0,28,None,None,None,3
None,6,green,right,0.0,29,None,None,None,3
right,5,red,right,2.0,30,None,None,None,3
right,4,red,right,2.0,31,None,None,None,3
None,3,red,forward,0.0,32,None,None,None,3
None,2,red,forward,0.0,33,None,None,None,3
None,1,red,forward,0.0,34,None,None,None,3
forward,0,green,forward,2.0,35,None,None,None,3
None,30,red,left,0.0,0,None,None,None,4
None,29,red,left,0.0,1,None,None,None,4
None,28,red,left,0.0,2,None,None,None,4
None,27,green,left,0.0,3,None,None,None,4
None,26,green,left,0.0,4,None,None,None,4
None,25,green,left,0.0,5,None,None,None,4
None,24,red,left,0.0,6,None,None,None,4
None,23,red,left,0.0,7,None,None,None,4
None,22,red,left,0.0,8,None,None,None,4
None,21,green,left,0.0,9,None,None,None,4
None,20,green,left,0.0,10,None,None,None,4
right,19,green,left,-0.5,11,None,forward,None,4
right,18,red,right,2.0,12,None,None,None,4
None,17,green,right,0.0,13,None,None,None,4
None,16,green,right,0.0,14,None,None,None,4
right,15,red,right,2.0,15,None,None,None,4
right,14,red,forward,-0.5,16,None,right,None,4
left,13,green,left,2.0,17,None,None,None,4
None,12,red,forward,0.0,18,None,None,None,4
None,11,red,forward,0.0,19,None,None,None,4
forward,10,green,forward,2.0,20,None,None,None,4
None,9,red,forward,0.0,21,None,None,None,4
None,8,red,forward,0.0,22,None,None,None,4
None,7,red,forward,0.0,23,None,None,None,4
forward,6,green,forward,2.0,24,None,None,None,4
None,5,red,forward,0.0,25,None,None,None,4
None,4,red,forward,0.0,26,None,None,None,4
None,3,red,forward,0.0,27,None,None,None,4
None,2,red,forward,0.0,28,None,None,None,4
None,1,red,forward,0.0,29,None,None,None,4
forward,0,green,forward,2.0,30,None,None,None,4
forward,45,green,forward,2.0,0,None,None,None,5
forward,44,green,forward,2.0,1,None,None,None,5
forward,43,green,forward,2.0,2,None,None,None,5
forward,42,green,forward,2.0,3,None,None,None,5
None,41,red,left,0.0,4,None,forward,None,5
left,40,green,left,2.0,5,None,None,None,5
forward,39,green,forward,2.0,6,None,None,None,5
forward,38,green,forward,2.0,7,None,None,None,5
forward,37,green,forward,2.0,8,None,None,None,5
forward,36,green,forward,12.0,9,None,None,None,5
None,35,red,forward,0.0,0,None,None,None,6
None,34,red,forward,0.0,1,None,None,None,6
None,33,red,forward,0.0,2,None,None,None,6
None,32,red,forward,0.0,3,None,None,None,6
None,31,red,forward,0.0,4,None,None,None,6
None,30,green,forward,0.0,5,forward,None,None,6
forward,29,green,forward,2.0,6,forward,None,None,6
None,28,red,forward,0.0,7,None,None,None,6
None,27,red,forward,0.0,8,None,None,None,6
None,26,red,forward,0.0,9,None,None,None,6
forward,25,green,forward,2.0,10,None,None,None,6
None,24,red,forward,0.0,11,None,None,None,6
forward,23,green,forward,2.0,12,None,None,right,6
None,22,red,forward,0.0,13,None,None,None,6
None,21,red,forward,0.0,14,None,None,None,6
forward,20,green,forward,2.0,15,None,None,None,6
None,19,red,forward,0.0,16,None,None,None,6
None,18,red,forward,0.0,17,None,None,None,6
None,17,red,forward,0.0,18,None,None,None,6
None,16,red,forward,0.0,19,None,None,None,6
forward,15,green,forward,2.0,20,None,None,None,6
None,14,red,forward,0.0,21,None,None,None,6
None,13,red,forward,0.0,22,None,None,None,6
None,12,red,forward,0.0,23,None,None,None,6
None,11,red,forward,0.0,24,None,None,None,6
forward,10,green,forward,2.0,25,None,None,None,6
None,9,red,forward,0.0,26,None,None,None,6
forward,8,green,forward,12.0,27,None,None,None,6
None,20,red,forward,0.0,0,None,None,None,7
None,19,red,forward,0.0,1,None,None,None,7
None,18,red,forward,0.0,2,None,None,None,7
None,17,red,forward,0.0,3,None,None,None,7
None,16,red,forward,0.0,4,None,None,None,7
forward,15,green,forward,2.0,5,None,None,None,7
None,14,red,forward,0.0,6,None,None,None,7
None,13,red,forward,0.0,7,None,None,None,7
None,12,red,forward,0.0,8,None,None,None,7
None,11,red,forward,0.0,9,None,None,None,7
forward,10,green,forward,2.0,10,None,None,None,7
forward,9,green,forward,2.0,11,None,None,None,7
left,8,red,right,-1.0,12,forward,None,None,7
right,7,red,right,12.0,13,None,None,None,7
None,35,red,forward,0.0,0,None,None,None,8
None,34,red,forward,0.0,1,None,None,None,8
None,33,red,forward,0.0,2,None,None,None,8
forward,32,green,forward,2.0,3,None,None,None,8
None,31,red,forward,0.0,4,None,None,None,8
left,30,red,forward,-1.0,5,left,None,None,8
right,29,green,forward,-0.5,6,left,None,None,8
left,28,green,left,2.0,7,None,None,None,8
None,27,red,forward,0.0,8,None,None,None,8
forward,26,green,forward,2.0,9,None,None,None,8
None,25,red,forward,0.0,10,None,None,None,8
None,24,red,forward,0.0,11,None,None,None,8
forward,23,green,forward,2.0,12,None,None,None,8
forward,22,green,forward,2.0,13,None,None,None,8
None,21,red,left,0.0,14,None,None,None,8
left,20,green,left,2.0,15,None,None,None,8
forward,19,green,forward,2.0,16,None,None,None,8
forward,18,green,forward,12.0,17,None,None,None,8
None,50,red,left,0.0,0,None,None,None,9
None,49,red,left,0.0,1,None,None,None,9
None,48,red,left,0.0,2,None,None,None,9
None,47,red,left,0.0,3,None,None,None,9
None,46,red,left,0.0,4,None,None,None,9
left,45,green,left,2.0,5,None,None,None,9
forward,44,green,forward,2.0,6,None,None,None,9
forward,43,green,forward,2.0,7,None,None,None,9
None,42,red,forward,0.0,8,None,None,None,9
None,41,red,forward,0.0,9,None,None,None,9
forward,40,green,forward,2.0,10,None,None,None,9
forward,39,green,forward,2.0,11,None,None,None,9
right,38,red,forward,-0.5,12,None,None,None,9
None,37,red,left,0.0,13,None,None,None,9
None,36,red,left,0.0,14,None,None,None,9
None,35,red,left,0.0,15,None,None,None,9
left,34,green,left,2.0,16,None,None,None,9
forward,33,green,forward,2.0,17,None,None,None,9
right,32,red,right,2.0,18,None,None,None,9
None,31,red,forward,0.0,19,None,None,None,9
None,30,green,forward,0.0,20,forward,None,None,9
None,29,green,forward,0.0,21,forward,None,None,9
None,28,green,forward,0.0,22,forward,None,None,9
None,27,green,forward,0.0,23,forward,None,None,9
None,26,red,forward,0.0,24,None,None,None,9
None,25,red,forward,0.0,25,None,None,None,9
None,24,red,forward,0.0,26,None,None,None,9
None,23,red,forward,0.0,27,None,None,right,9
forward,22,green,forward,12.0,28,None,None,right,9
forward,25,green,forward,2.0,0,None,None,None,10
None,24,red,forward,0.0,1,None,None,None,10
None,23,red,forward,0.0,2,None,None,None,10
forward,22,green,forward,2.0,3,None,None,None,10
None,21,red,left,0.0,4,None,None,None,10
None,20,red,left,0.0,5,None,None,None,10
left,19,green,left,2.0,6,None,None,None,10
None,18,green,forward,0.0,7,forward,None,None,10
None,17,red,forward,0.0,8,None,None,None,10
None,16,red,forward,0.0,9,None,None,None,10
None,15,red,forward,0.0,10,None,None,None,10
None,14,red,forward,0.0,11,None,None,None,10
forward,13,green,forward,2.0,12,None,None,None,10
None,12,red,forward,0.0,13,None,None,None,10
None,11,red,forward,0.0,14,None,None,None,10
forward,10,green,forward,12.0,15,None,None,None,10
right,30,red,right,2.0,0,None,None,None,11
right,29,red,right,2.0,1,None,None,None,11
forward,28,green,forward,2.0,2,None,None,None,11
None,27,red,forward,0.0,3,None,None,None,11
forward,26,green,forward,2.0,4,None,None,None,11
forward,25,green,forward,2.0,5,None,None,None,11
left,24,green,left,12.0,6,None,None,None,11
forward,30,red,right,-1.0,0,None,right,None,12
right,29,red,right,2.0,1,None,None,None,12
right,28,red,right,2.0,2,None,None,None,12
forward,27,green,forward,2.0,3,None,None,None,12
right,26,red,left,-0.5,4,None,left,None,12
None,25,red,forward,0.0,5,None,None,None,12
None,24,red,forward,0.0,6,None,None,None,12
None,23,red,forward,0.0,7,None,None,None,12
None,22,red,forward,0.0,8,None,None,None,12
None,21,red,forward,0.0,9,None,None,None,12
forward,20,green,forward,2.0,10,None,None,None,12
forward,19,green,forward,2.0,11,None,None,None,12
None,18,red,forward,0.0,12,None,None,None,12
None,17,red,forward,0.0,13,None,None,None,12
None,16,red,forward,0.0,14,None,None,None,12
forward,15,green,forward,2.0,15,None,None,None,12
None,14,red,forward,0.0,16,None,None,None,12
None,13,red,forward,0.0,17,None,None,None,12
None,12,red,forward,0.0,18,None,None,None,12
None,11,red,forward,0.0,19,None,None,None,12
forward,10,green,forward,12.0,20,None,None,None,12
None,20,red,left,0.0,0,None,None,None,13
None,19,red,left,0.0,1,None,None,None,13
None,18,red,left,0.0,2,None,None,None,13
left,17,green,left,2.0,3,None,None,None,13
forward,16,green,forward,2.0,4,None,None,None,13
None,15,red,left,0.0,5,None,None,None,13
None,14,red,left,0.0,6,None,None,None,13
None,13,red,left,0.0,7,None,None,None,13
None,12,red,left,0.0,8,None,None,None,13
None,11,red,left,0.0,9,None,None,None,13
left,10,green,left,2.0,10,None,None,None,13
forward,9,green,forward,12.0,11,None,None,None,13
right,20,red,right,2.0,0,None,None,None,14
