action,deadline,light,next_waypoint,reward,step_num,traffic_left,traffic_oncoming,traffic_right,trial_num
forward,20,red,right,-1.0,0,None,None,None,1
left,19,red,right,-1.0,1,None,None,None,1
left,18,red,right,-1.0,2,None,None,None,1
None,17,red,right,0.0,3,None,None,None,1
None,16,red,right,0.0,4,None,None,None,1
left,15,green,right,-0.5,5,None,None,None,1
right,14,red,right,2.0,6,None,None,None,1
left,13,green,right,-0.5,7,None,None,None,1
None,12,red,right,0.0,8,None,None,None,1
left,11,green,right,-0.5,9,None,None,None,1
left,10,red,left,-1.0,10,None,None,None,1
None,9,red,left,0.0,11,None,None,None,1
forward,8,red,left,-1.0,12,forward,None,None,1
forward,7,red,left,-1.0,13,None,None,None,1
left,6,red,left,-1.0,14,None,None,None,1
forward,5,green,left,-0.5,15,None,None,None,1
None,4,green,left,0.0,16,None,None,None,1
left,3,green,left,2.0,17,None,None,None,1
forward,2,green,forward,2.0,18,None,None,None,1
right,1,red,forward,-0.5,19,None,None,None,1
None,0,green,left,0.0,20,None,None,None,1
right,35,green,forward,-0.5,0,None,None,None,2
right,34,red,left,-0.5,1,None,None,None,2
None,33,green,right,0.0,2,None,None,None,2
None,32,red,right,0.0,3,None,None,None,2
None,31,red,right,0.0,4,None,None,None,2
None,30,red,right,0.0,5,None,None,None,2
right,29,green,right,2.0,6,None,None,None,2
right,28,green,right,2.0,7,None,None,None,2
None,27,green,forward,0.0,8,None,None,None,2
right,26,red,forward,-0.5,9,None,None,None,2
right,25,red,left,-0.5,10,None,None,None,2
None,24,red,right,0.0,11,None,None,None,2
right,23,green,right,2.0,12,None,None,None,2
right,22,green,right,2.0,13,None,None,None,2
left,21,green,forward,-0.5,14,None,None,None,2
right,20,green,right,2.0,15,None,None,None,2
None,19,red,forward,0.0,16,None,None,None,2
left,18,red,forward,-1.0,17,None,None,None,2
left,17,red,forward,-1.0,18,None,None,None,2
forward,16,red,forward,-1.0,19,None,None,None,2
left,15,green,forward,-0.5,20,None,None,None,2
None,14,red,right,0.0,21,None,None,None,2
None,13,red,right,0.0,22,None,None,None,2
None,12,red,right,0.0,23,None,None,None,2
right,11,green,right,2.0,24,None,None,None,2
left,10,green,forward,-0.5,25,None,None,None,2
None,9,red,right,0.0,26,None,None,None,2
None,8,red,right,0.0,27,None,None,None,2
right,7,green,right,2.0,28,None,None,None,2
right,6,red,forward,-0.5,29,None,None,None,2
right,5,red,left,-0.5,30,None,None,None,2
None,4,red,right,0.0,31,None,None,None,2
forward,3,green,right,-0.5,32,None,None,None,2
None,2,green,right,0.0,33,None,None,None,2
forward,1,green,right,-0.5,34,None,None,None,2
forward,0,green,right,-0.5,35,None,None,None,2
left,35,red,forward,-1.0,0,left,None,None,3
right,34,red,forward,-0.5,1,None,None,None,3
right,33,red,left,-0.5,2,None,None,None,3
right,32,red,forward,-0.5,3,None,None,None,3
left,31,green,left,2.0,4,None,None,None,3
left,30,green,forward,-0.5,5,None,None,None,3
None,29,red,right,0.0,6,None,None,None,3
None,28,red,right,0.0,7,None,None,None,3
None,27,red,right,0.0,8,None,None,None,3
None,26,red,right,0.0,9,None,None,None,3
left,25,green,right,-0.5,10,None,None,None,3
None,24,red,right,0.0,11,None,None,None,3
left,23,green,right,-0.5,12,None,None,None,3
left,22,green,left,2.0,13,None,None,None,3
left,21,green,forward,-0.5,14,None,None,None,3
None,20,red,right,0.0,15,None,None,None,3
None,19,red,right,0.0,16,None,None,None,3
None,18,red,right,0.0,17,None,None,None,3
None,17,red,right,0.0,18,None,None,None,3
None,16,red,right,0.0,19,None,None,None,3
left,15,green,right,-0.5,20,None,None,None,3
left,14,green,right,-0.5,21,None,None,None,3
None,13,green,left,0.0,22,None,None,None,3
None,12,green,left,0.0,23,None,None,None,3
None,11,green,left,0.0,24,None,None,None,3
right,10,red,left,-0.5,25,None,None,None,3
right,9,red,forward,-0.5,26,None,None,None,3
left,8,green,left,2.0,27,None,None,None,3
right,7,red,forward,-0.5,28,None,None,None,3
left,6,green,left,2.0,29,forward,None,None,3
left,5,green,forward,-0.5,30,None,None,None,3
forward,4,green,right,-0.5,31,None,forward,None,3
left,3,green,right,-0.5,32,None,None,None,3
None,2,red,right,0.0,33,None,None,None,3
None,1,red,right,0.0,34,None,None,None,3
left,0,green,right,-0.5,35,None,None,None,3
right,20,red,forward,-0.5,0,None,None,None,4
right,19,red,left,-0.5,1,None,None,None,4
left,18,green,forward,-0.5,2,None,None,None,4
None,17,red,right,0.0,3,None,None,None,4
None,16,red,right,0.0,4,None,None,None,4
None,15,red,right,0.0,5,None,None,None,4
left,14,green,right,-0.5,6,None,None,None,4
left,13,green,forward,-0.5,7,None,None,left,4
left,12,green,right,-0.5,8,None,None,None,4
right,11,red,forward,-0.5,9,None,None,None,4
right,10,red,left,-0.5,10,None,None,None,4
right,9,red,forward,-0.5,11,None,None,None,4
left,8,red,left,-1.0,12,None,None,None,4
left,7,red,left,-1.0,13,None,None,None,4
right,6,red,left,-0.5,14,None,None,None,4
forward,5,red,forward,-1.0,15,None,None,None,4
forward,4,red,forward,-1.0,16,None,None,None,4
right,3,red,forward,-0.5,17,None,None,None,4
left,2,green,left,2.0,18,None,None,None,4
right,1,red,forward,-0.5,19,None,None,None,4
left,0,green,left,2.0,20,None,None,None,4
left,35,green,forward,-0.5,0,None,None,None,5
left,34,green,right,-0.5,1,None,None,None,5
left,33,green,right,-0.5,2,None,None,None,5
