action,deadline,light,next_waypoint,reward,step_num,traffic_left,traffic_oncoming,traffic_right,trial_num
right,25,green,forward,-0.5,0,None,None,None,1
forward,24,green,left,-0.5,1,None,None,left,1
left,23,red,left,-1.0,2,None,None,None,1
left,22,green,left,12.0,3,None,None,None,1
left,25,green,right,-0.5,0,None,None,None,2
left,24,green,right,-0.5,1,None,None,None,2
None,23,green,left,0.0,2,None,None,None,2
left,22,red,left,-1.0,3,None,None,None,2
left,21,red,left,-1.0,4,None,None,None,2
left,20,red,left,-1.0,5,None,None,None,2
right,19,green,left,-0.5,6,None,None,None,2
forward,18,green,right,-0.5,7,None,None,None,2
right,17,green,right,12.0,8,None,None,None,2
right,25,green,left,-0.5,0,None,None,None,3
forward,24,green,right,-0.5,1,None,None,None,3
left,23,red,right,-1.0,2,None,None,None,3
None,22,red,right,0.0,3,None,None,None,3
right,21,red,right,2.0,4,None,None,None,3
forward,20,green,right,-0.5,5,None,None,None,3
None,19,red,right,0.0,6,None,None,None,3
None,18,red,right,0.0,7,None,None,None,3
forward,17,green,right,-0.5,8,None,None,None,3
forward,16,green,right,-0.5,9,None,None,None,3
forward,15,green,right,-0.5,10,None,None,None,3
None,14,red,right,0.0,11,None,None,None,3
forward,13,green,right,-0.5,12,None,None,None,3
forward,12,green,right,-0.5,13,None,None,None,3
forward,11,green,right,-0.5,14,None,None,None,3
None,10,red,right,0.0,15,None,None,None,3
forward,9,green,right,-0.5,16,None,None,None,3
forward,8,green,right,-0.5,17,None,None,None,3
None,7,red,right,0.0,18,None,None,None,3
None,6,red,right,0.0,19,None,None,None,3
None,5,red,right,0.0,20,None,None,None,3
forward,4,green,right,-0.5,21,None,None,None,3
None,3,red,right,0.0,22,None,None,None,3
None,2,red,right,0.0,23,None,None,None,3
forward,1,green,right,-0.5,24,None,None,None,3
None,0,red,right,0.0,25,None,None,None,3
forward,40,green,right,-0.5,0,None,None,None,4
forward,39,green,right,-0.5,1,None,None,None,4
forward,38,green,right,-0.5,2,None,None,None,4
forward,37,green,right,-0.5,3,None,None,None,4
None,36,green,right,0.0,4,forward,None,None,4
None,35,red,right,0.0,5,None,None,None,4
None,34,red,right,0.0,6,None,None,None,4
None,33,red,right,0.0,7,None,None,None,4
None,32,red,right,0.0,8,None,None,None,4
None,31,red,right,0.0,9,None,None,None,4
forward,30,green,right,-0.5,10,None,None,None,4
forward,29,green,right,-0.5,11,None,None,None,4
right,28,green,right,2.0,12,left,None,None,4
None,27,red,forward,0.0,13,None,None,None,4
left,26,red,forward,-1.0,14,None,None,None,4
left,25,red,forward,-1.0,15,None,None,None,4
left,24,green,forward,-0.5,16,None,None,None,4
forward,23,green,right,-0.5,17,None,None,None,4
None,22,red,right,0.0,18,None,None,None,4
None,21,red,right,0.0,19,None,None,None,4
None,20,red,right,0.0,20,None,None,None,4
forward,19,green,right,-0.5,21,None,None,None,4
None,18,red,right,0.0,22,None,None,None,4
None,17,red,right,0.0,23,None,None,None,4
forward,16,green,right,-0.5,24,None,None,None,4
forward,15,green,right,-0.5,25,None,None,None,4
None,14,red,right,0.0,26,None,None,None,4
forward,13,green,right,-0.5,27,None,None,None,4
forward,12,green,right,-0.5,28,None,None,None,4
forward,11,green,right,-0.5,29,None,None,None,4
None,10,red,right,0.0,30,None,None,None,4
None,9,red,right,0.0,31,None,None,None,4
None,8,red,right,0.0,32,None,None,None,4
forward,7,green,right,-0.5,33,None,None,None,4
left,6,red,right,-1.0,34,None,forward,None,4
None,5,red,right,0.0,35,None,forward,None,4
forward,4,green,right,-0.5,36,None,None,None,4
None,3,red,right,0.0,37,None,None,None,4
None,2,red,right,0.0,38,None,None,None,4
None,1,red,right,0.0,39,None,None,None,4
forward,0,green,right,-0.5,40,None,None,None,4
right,35,green,left,-0.5,0,None,None,None,5
forward,34,green,right,-0.5,1,None,None,None,5
None,33,red,right,0.0,2,None,None,None,5
